#age,5(day),,,,,,,,,,,,,
#ecotype,Col-0,,,,,,,,,,,,,
#cell line,T87,,,,,,,,,,,,,
#compound,,,dimethylthiourea,dimethylthiourea,ethanol,ethanol,abscisic acid and dimethylthiourea,abscisic acid,abscisic acid,abscisic acid and dimethylthiourea,ethanol,dimethylthiourea,abscisic acid,abscisic acid and dimethylthiourea
Gene ID,Gene Name,DesignElementAccession,GSM604753,GSM604752,GSM571891,GSM571893,GSM604750,GSM571892,GSM571896,GSM604755,GSM571895,GSM604754,GSM571894,GSM604751
AT1G01120,KCS1,261570_at,4.415029414,4.122783304,4.552848452,4.554170726,6.324701525,10.65913188,9.355739597,4.510184159,4.289760875,4.196925184,9.262167145,5.53739214
AT1G01130,,261575_at,4.542100076,4.528803684,4.548837943,4.700010253,4.643502099,4.622225089,4.675951897,4.693935459,4.745642661,4.754498577,4.603855409,4.646663974
AT1G01140,CIPK9,261581_at,5.220855856,5.467328916,5.317891354,5.488013185,7.266299165,7.453652132,6.496480533,7.318922033,5.287241819,5.291793762,6.544917029,7.289258341
AT1G01150,,261571_at,3.149903245,3.068889987,2.924504249,3.018213094,3.142074478,2.986376897,2.939044794,2.949545353,3.077366338,3.084541194,3.092684396,3.351306413
AT1G01160,GIF2,261582_at,8.101003359,7.987044097,7.622323069,8.325499254,7.552012698,7.581705316,7.970473319,7.549463027,8.415794034,8.485147187,8.058932911,7.747195373
AT1G01170,,261572_at,9.321979298,9.212145028,9.535410454,9.498855174,9.68961461,8.304813565,9.057383141,9.964164951,9.70949186,9.097351233,9.275730018,9.492047403
AT1G01190,CYP78A8,261574_at,4.477046864,4.003653524,4.241613129,4.374385223,4.273719283,4.009638435,4.570774133,4.49304114,4.074447187,4.689435943,4.64727656,4.494892182
AT1G01200,RABA3,261042_at,3.927429059,4.043196605,3.880144349,4.024132508,4.099112679,4.046438614,4.023196077,4.547666373,3.951269361,4.51410028,3.830520431,4.263314927
AT1G01220,FKGP,261043_at,7.105994878,6.92886724,7.780754136,7.490373133,7.741119019,7.568314913,7.811049743,7.767559036,7.333274646,7.115593553,7.692011328,7.826384073
AT1G01225,,261025_at,7.211780027,7.459236259,7.014898645,6.888568366,6.443721157,6.37017225,6.818519054,5.499338728,7.25055456,7.212963733,6.784598635,6.123979119
AT1G01230,,261057_at,8.257968726,8.392591636,8.128065468,8.210151804,8.395336642,7.790873261,8.261229166,8.162293314,8.287564375,8.23251254,8.331438698,8.030755541
AT1G01240,,261026_at,6.54890537,6.434547487,8.469981665,6.71289169,7.954876777,9.279715783,8.809465355,7.875499481,7.017520461,6.100902076,8.515025956,8.137680898
AT1G01250,ERF023,261059_at,4.488210583,4.209913675,4.068212958,4.047449664,4.446716959,4.225054762,4.497805636,4.587873832,4.145989921,4.433822303,4.337016944,3.996033937
AT1G01260,BHLH13,261050_at,6.4715186,6.24686926,6.53319585,6.121019699,5.940473155,6.165669095,5.760897167,5.902319733,6.084239134,6.14841674,5.729165459,6.286127718
AT1G01280,CYP703A2,261051_at,3.364094482,3.296439373,3.325402329,3.377714306,3.371232018,3.208014703,3.423543995,3.423867774,3.277257801,3.533688746,3.407329121,3.628740706
AT1G01290,CNX3,261044_at,7.620313458,7.765529209,6.850035402,6.824713311,7.75979821,7.375217422,7.406533141,7.477799632,7.003295239,7.389212896,7.358548868,7.76710139
AT1G01300,APF2,261055_at,10.44353748,10.60277553,8.781913927,10.03519809,6.978593804,4.872383431,5.719577329,5.82164418,10.10118021,10.36796136,6.306543721,6.676955046
AT1G01310,,261045_at,3.508830631,3.485653064,3.605855534,3.434897201,3.745882973,3.53011133,3.584025157,4.327179976,3.684573057,3.647660795,3.8817869,3.502842087
AT1G01320,,261053_at,6.963714677,7.118351893,7.949091915,8.328392314,7.716413345,7.766721023,7.627832701,7.686528488,8.597420164,7.285447499,7.793191048,7.791680441
AT1G01320,,261054_at,4.027939138,4.058175657,5.526155451,5.487311348,4.079872674,5.334925747,5.244092626,3.746337468,5.315303723,4.236087846,5.573668324,4.292649112
AT1G01340,CNGC10,261027_at,4.57268071,4.854182462,4.290050181,4.688994997,3.9684623,3.678795441,3.488549126,3.68800046,4.564415218,4.24451384,3.856486676,3.643248528
AT1G01360,PYL9,261056_at,5.171539004,5.52207969,5.861678102,4.809423193,5.238426178,4.9755058,4.751757766,5.012483312,4.775572844,5.598383683,5.076079863,4.990008585
AT1G01370,HTR12,261058_at,7.485898314,7.244416528,5.266362338,6.418436532,3.956468447,4.125530611,4.332996894,4.19466362,6.733821502,7.539190168,3.971957188,4.15140714
AT1G01380,ETC1,257490_x_at,3.376396385,3.424742926,3.416349848,3.700108103,3.594138843,3.459736343,3.375954868,3.491991185,3.535089231,3.477535612,3.436000868,3.360378587
AT1G01390,,261046_at,3.680358521,3.386559064,3.547497746,3.403270844,3.380585542,3.635561534,3.685764291,3.870357252,3.593218523,3.347435705,3.686225504,3.813759368
AT1G01410,APUM22,261047_at,3.254857597,3.095412649,2.947334078,2.923343848,3.114971521,3.172580795,3.126283993,3.215212252,3.201226591,3.468622092,3.012213055,3.288057812
AT1G01420,UGT72B3,261048_at,3.757780347,3.401080419,3.295067555,3.373273178,4.028159623,3.674498653,3.946360907,4.331906312,3.45585909,3.551565366,3.881343261,4.12788055
AT1G01430,TBL25,261049_at,6.234822908,6.299522287,7.401056976,6.997530487,8.730590666,8.131272874,8.528245221,8.742602213,7.064307208,6.156009589,8.586773703,8.738373345
AT1G01440,,261052_at,5.478277719,5.260706151,6.575644136,5.496340551,5.522780732,5.964034024,5.550058265,5.320038626,5.190340031,5.121063208,5.22789877,5.467328916
AT1G01450,,259435_at,3.428106312,3.372768235,3.481267576,3.376588114,3.887925972,3.431142836,3.536476752,3.778911927,3.414860434,3.444295455,3.412077939,3.451127003
AT1G01460,PIP5K10,259425_at,3.94030972,3.819638695,3.717532602,3.660266577,3.649913712,3.780028249,3.611849858,3.710398026,3.58750874,3.922781872,3.819041368,3.988152576
AT1G01470,LEA14,259426_at,9.032200469,9.350519265,9.218168019,8.426666673,10.62984734,10.39259075,10.78362786,10.40737813,8.686225215,8.905677994,10.96890669,10.43937299
AT1G01480,ACS2,259439_at,8.048153719,8.302207235,6.881842747,6.777633127,8.713753,8.431565193,8.793473535,8.642875186,6.931683654,8.301226209,8.827905614,8.607225958
AT1G01490,,259434_at,9.478670919,9.633616176,9.556892807,9.782168979,9.957000534,10.04540884,9.835861535,9.952655632,9.757793386,9.631300364,9.73354219,10.11848538
AT1G01500,,259436_at,8.193710407,8.107383633,7.378015939,7.314387893,7.9810991,7.492656618,7.581251434,7.533949576,7.422053027,8.309866666,7.561540992,8.008632992
AT1G01510,AN,259438_at,8.318448019,8.150352476,8.314255942,8.014072407,7.970678983,7.863812289,7.786912537,7.781567729,8.049327869,8.125287643,7.764050756,7.940677902
AT1G01520,,259432_at,4.942832261,4.406908233,3.977092282,4.212210188,4.878969952,7.238855799,5.627653292,5.009345714,4.140414916,5.162222961,5.55784145,4.820400255
AT1G01530,AGL28,259427_at,5.17844934,5.2302232,3.788081205,4.023066741,3.847920234,3.629445003,3.630711072,3.628835087,4.518296339,6.311091065,3.664332961,3.80297621
AT1G01540,,259437_at,7.516857597,7.393765136,7.75050626,8.031627392,8.741116945,8.668032578,8.803144903,8.444403703,7.826179065,7.884458744,8.743057052,8.521676745
AT1G01550,BPS1,259440_at,9.784432052,9.694361947,9.768847663,9.921873959,10.37587106,10.52334277,10.2645554,10.42706847,9.906131289,9.508479765,10.3412547,10.11526737
AT1G01560,MPK11,259428_at,4.514694564,5.376777205,5.063067823,4.769822957,4.330729981,5.968694442,4.608419342,4.259009783,5.318525159,4.210847588,4.191463249,4.361640029
AT1G01570,,259433_at,5.869941446,5.601592696,5.463986394,4.997374191,6.338606569,6.168989601,6.085410387,6.231053864,4.901079613,6.51659663,6.175630086,6.376809642
AT1G01600,CYP86A4,259429_at,4.158181116,4.14687075,4.109893206,4.254756928,4.38654664,6.539116648,4.970892835,4.44948901,4.417483238,4.438176041,5.234221153,4.256819084
AT1G01610,GPAT4,259430_at,5.176304552,5.011545749,4.380078146,4.81002151,8.19109625,10.47513273,9.557671886,6.110446977,4.331055485,5.582562899,9.429474479,7.410164557
AT1G01620,PIP1-3,259431_at,7.785024586,7.696062269,8.693861541,8.698864759,6.335704094,6.601410451,6.793826999,7.031876683,8.668628638,8.33316265,6.923101437,5.889272591
AT1G01630,,261563_at,9.289038374,9.163888851,8.570384206,9.259628191,9.825575564,9.352492414,9.512988977,9.895985575,9.245625425,8.90951178,9.611688181,9.635974301
AT1G01640,,261586_at,7.633266635,7.575692454,7.244293118,6.596094266,8.277423128,7.502143072,7.494478376,7.951542304,6.638559331,7.273942095,7.599937244,8.274015608
AT1G01650,SPPL4,257484_at,8.635857542,8.763921595,9.5655303,9.266265456,9.252636725,10.01485348,9.836746916,9.159043611,9.321058808,8.547931028,9.658745945,9.228077533
AT1G01660,,261587_at,4.311744556,4.170983494,4.392909564,4.561074,4.249574107,4.1453142,4.40179845,3.862773126,4.228057461,4.320091582,4.221569618,4.339781141
AT1G01670,PUB56,261588_at,5.522632337,5.83390822,5.960257126,5.779027321,5.607786766,5.401201851,5.774096933,5.53058121,5.471144544,5.457424165,5.792617115,5.896775356
AT1G01700,ATROPGEF2,261590_at,3.072574319,3.114475386,2.936086374,3.084434617,3.379584915,3.135309596,3.071998958,3.255351339,3.120378194,3.228882069,2.961516244,3.184690297
AT1G01710,,261560_at,7.400277213,7.503496856,8.543733766,7.728608278,8.827499528,9.299406225,8.908059833,8.612865424,7.735198578,7.544866943,8.845049833,8.563927313
AT1G01720,NAC002,261564_at,6.940787115,6.802420734,7.05990294,6.684265527,8.183778355,9.416756444,8.264390393,7.413047683,6.758508018,6.285794021,8.082680992,8.215232049
AT1G01725,,261535_at,6.782072382,6.890733956,6.375803447,6.375411544,6.141510796,6.576507937,5.869832495,6.389966513,6.536949507,6.590062188,6.07198078,6.256113874
AT1G01730,,261561_at,8.206198364,8.27272342,7.916307875,7.766538288,7.362322226,7.559815279,7.576679713,7.450299764,7.907099185,8.033682901,7.667985449,7.364607388
AT1G01740,,261591_at,5.539173056,5.299937972,5.439231827,5.277623813,5.137892481,5.255931135,4.894539819,5.412663756,5.368482073,5.662337692,4.794983175,5.302677037
AT1G01750,ADF11,261562_at,3.50437027,3.513313296,3.377413142,3.440084325,3.74577402,3.411292544,3.592307442,3.584040933,3.450446969,3.680970685,3.554105391,3.414284324
AT1G01760,,261592_at,4.475835518,4.490334926,4.487591538,4.810800457,4.900324571,4.467133334,4.448970761,4.107792588,4.936176664,4.773061587,4.601235667,4.623952162
AT1G01770,,261558_at,6.395911738,6.363497755,7.332451164,6.737201203,7.752932292,7.89232079,7.572928234,7.808302686,6.645723236,6.327756478,7.696851105,7.903710513
AT1G01780,PLIM2B,261559_at,5.978429525,6.221886755,6.876540741,5.757217001,7.234320916,7.667623733,6.546463629,6.800671955,5.907292269,6.060941788,6.501431749,7.21905217
AT1G01790,KEA1,261536_at,6.778397672,6.987872241,7.449849499,7.629238453,7.071987931,7.350336271,7.85214788,7.087079992,7.492267098,7.24295908,7.588213524,7.047019354
AT1G01800,,261537_at,9.950765167,9.803410689,10.0773199,9.66203672,10.33436794,9.728348707,9.875578708,10.20094625,9.679831554,9.907583776,9.820425354,10.38025786
AT1G01820,PEX11C,261534_at,8.634140138,8.758617606,9.13594829,8.732073443,8.500292874,8.122368756,8.202514008,8.316741697,8.695348262,8.759177055,8.151317443,8.57478698
AT1G01830,,261538_at,4.935786752,4.74152283,4.601877111,4.822167118,4.471074299,5.035832823,5.020072264,5.426518187,4.914493697,5.320914717,5.212243862,4.653479103
AT1G01840,,261539_at,5.080004939,4.803720655,4.935244816,4.258355467,5.204496515,4.797935317,4.821746932,5.214438315,4.394835041,5.441832602,4.565387488,4.855187493
AT1G01860,PFC1,261652_at,5.574933127,5.366171408,5.642228847,5.488921709,5.746562156,5.581534195,6.069183203,5.929467138,5.678507119,5.519141762,5.968078482,5.790056506
AT1G01900,SBTI1.1,261653_at,3.754236772,3.597471807,3.797329266,3.927220982,3.869444494,3.96547337,4.27795301,3.798589166,3.663892841,3.90857883,4.34663751,3.731183157
AT1G01910,,261627_at,9.263713374,9.177616691,8.847810973,9.176995156,9.430592199,9.060140926,9.231169099,8.965788668,9.143860897,9.431639101,9.124057627,9.338399217
AT1G01920,,261654_at,6.109581713,6.283235457,5.49047649,5.926449271,5.218312334,4.943694265,5.507181424,5.673507158,5.836674553,6.008195827,5.573820768,5.506672416
AT1G01930,,261625_at,6.645237489,6.872348906,6.884398983,6.8826779,7.045254994,7.043301754,6.945626756,6.606357974,6.476979893,6.929607253,7.060323497,7.055823123
AT1G01940,CYP18-1,261655_at,8.802292378,8.564269956,6.988674893,8.379848941,6.797047125,6.328282141,6.834977663,6.706739457,8.493148303,9.070784308,6.965333611,6.796881629
AT1G01950,ARK2,261656_at,6.76039338,6.69485825,6.405982442,6.489605126,6.482781744,6.12863734,6.00735292,6.452618243,6.562863474,6.988420152,6.080725473,6.494145894
AT1G01960,BIG3,261621_at,8.335298761,8.216901599,7.474660805,7.761388052,8.269259724,7.472127907,7.458346615,8.062958685,7.79748998,8.656088483,7.371704888,8.417976809
AT1G01970,,261622_at,6.488412002,6.624218228,7.215045657,7.271338996,7.015302088,6.992342165,7.26730674,7.114893277,7.244949405,6.947687279,7.28609278,6.976866836
AT1G01980,SEC1A,261623_at,3.260826607,3.178806753,3.294031475,3.464175275,3.629838104,3.615109286,3.432819764,3.506215287,3.192030758,3.942008606,3.532674345,3.352820628
AT1G01990,,261626_at,6.734143986,6.810009326,6.792226503,6.036849199,6.727759306,6.916685176,6.66935793,6.131819945,6.674962278,6.946599563,6.785295063,6.688269785
AT1G02000,GAE2,261624_at,5.998926505,5.780120701,6.973043746,6.044171777,6.110956687,7.619066865,6.690921259,6.781394135,6.106798717,6.246412072,6.493200036,5.954252541
AT1G02020,,264169_at,5.873761437,5.799634499,6.436860748,6.127252032,5.633974612,6.534523247,6.326411717,6.349400685,6.12017854,5.994544057,6.355213501,5.761373534
AT1G02050,PKSA,264175_at,4.991125428,4.817661394,5.13397435,4.574711584,4.383721188,4.561499756,4.483943565,4.710269938,4.809623703,4.984376914,4.586857127,4.54132764
AT1G02060,,264167_at,3.826717513,4.075353137,4.476289583,4.305618655,3.939754587,4.033753663,4.083088859,3.500784968,4.624263347,4.213972593,4.024700973,3.670493578
AT1G02070,,264151_at,3.684308293,3.5360851,3.482688283,3.805843638,3.936620048,3.659792894,3.682218072,3.946858141,3.568655615,3.624993602,3.809711091,3.726691446
AT1G02080,,264168_at,9.246467509,9.236559579,9.381766032,9.27204592,9.365452004,9.321331205,9.074607847,9.272973554,9.050564069,9.500739327,9.085966495,9.331657161
AT1G02090,CSN7,264150_at,8.637260349,8.676323696,8.002545744,8.54188047,7.727316265,7.811050503,8.031179946,7.700940428,8.782502741,8.666033249,8.079811904,7.656965419
AT1G02100,,264171_at,8.109319049,7.996673985,7.706739929,8.090126186,7.761476789,7.726522868,7.907016344,7.857452835,7.820660386,8.104167451,7.923680872,7.902594671
AT1G02110,,264176_at,7.377428255,7.425201503,6.884398983,7.027415191,6.510259808,6.131379617,6.041816218,6.562449002,7.057197979,7.924227626,6.285414981,6.343670796
AT1G02120,VAD1,264172_at,9.068487398,8.975976568,8.997835853,8.857591591,8.567845359,8.328817058,8.62598886,8.61628117,8.7360088,8.985185569,8.411640377,8.593489439
AT1G02130,RABD2A,264122_at,8.98730875,8.950768343,8.76716412,8.656862036,8.837403515,8.631842551,8.570693348,8.863069066,8.824361887,9.107789743,8.596662659,9.038826236
AT1G02140,MEE63,264152_at,10.70172266,10.58846218,9.550947663,10.02251421,9.792710734,9.267388679,9.557299669,9.837143872,10.22548527,10.75103092,9.534513844,9.789961424
AT1G02150,,264177_at,8.036936626,7.95831288,7.637915494,7.898998879,7.185679691,6.844981088,6.87990654,7.158962698,7.827619613,8.149139667,7.270840877,7.084656433
AT1G02160,,264173_at,8.432336725,8.578579702,8.301245301,7.911637834,8.652906019,8.179536499,8.453235935,8.556478787,8.111099014,8.542922557,8.426596493,8.857146517
AT1G02170,AMC1,264178_at,7.500090794,7.462202474,7.408376761,6.92701675,7.387802512,8.223165364,7.252617023,7.208272584,7.070549475,7.514023315,7.406917067,7.850591667
AT1G02180,,264179_at,5.59491944,5.460928089,5.57141899,5.414978037,5.301202133,4.960770175,5.128469069,5.437668869,5.368037028,5.480966595,5.011397379,5.122924893
AT1G02190,,264180_at,3.977618396,3.921499039,3.815804106,4.096451031,3.970904435,3.675521415,4.161736609,3.969139888,3.910393899,3.970458453,3.940709458,3.951248034
AT1G02205,CER1,264146_at,4.382872878,4.200040433,5.539250131,4.670090021,8.205569796,8.46419395,8.789330941,7.849381929,4.69073103,4.098644332,8.961415433,8.303703155
AT1G02205,CER1,264147_at,3.83706549,3.561640918,3.612101131,3.580756019,4.127742533,5.396706941,6.155699357,3.765881203,3.832711433,3.437101584,6.403671531,3.777271284
AT1G02220,NAC003,264148_at,9.84625566,10.08569253,10.09220346,9.661867217,10.30660053,10.29612838,10.6927983,10.05370327,9.613554643,9.190304206,10.80140593,10.49255747
AT1G02250,NAC005,264149_at,3.521415975,3.730542432,4.285882566,3.609797833,3.5398685,3.534873646,3.555930208,3.478349813,3.398481172,3.793982503,3.568696342,3.727548942
AT1G02260,,264170_at,6.591219646,6.49198661,6.949316868,6.873373021,7.391322787,7.455372862,7.381061483,7.144120029,6.935744942,6.858421704,7.338199863,7.886848956
AT1G02270,,264123_at,7.627326991,7.689099327,7.281509492,7.226886943,7.58032856,6.996338602,7.02972274,7.706640289,7.32036755,7.465407527,7.012556394,7.594879965
AT1G02280,TOC33,264121_at,9.079392958,9.011638764,8.817771342,8.860096826,7.81698767,7.077045414,7.780887707,7.764817118,8.842711503,8.871012417,7.826124231,7.858274499
AT1G02300,CATHB1,259441_at,6.201509199,6.135149106,6.860406977,5.813002945,8.558167031,7.137764551,7.776414609,7.417518685,6.099202838,5.644308214,7.642332391,8.888991014
AT1G02305,CATHB2,259416_at,9.758361839,9.826957256,10.58822752,9.703086998,11.26275026,11.36949326,11.09378121,11.01870205,9.731655924,9.484070357,10.97941469,11.16295403
AT1G02310,MAN1,259442_at,4.035896361,3.876198473,4.289668401,3.90949131,6.188109409,8.931825493,7.418870847,5.721565763,4.037953911,3.84376946,7.355272048,5.937138717
AT1G02320,,259413_at,3.049896739,3.015378365,3.030747639,2.869058356,2.932209789,2.913387833,2.927384408,2.969852984,2.987819273,3.028428138,3.165628224,3.022836956
AT1G02330,,259415_at,7.799644527,7.774525142,7.492672436,7.420347254,7.491653046,7.257004083,7.356342107,7.242861215,7.389451296,7.996684032,7.27633226,7.102789739
AT1G02340,HFR1,259417_at,3.174981885,3.301663043,3.556763152,3.362631051,3.438443445,5.698143817,3.499785621,3.452224584,3.409281057,3.41750054,3.660590094,3.816016554
AT1G02360,,259443_at,9.519947683,9.386036068,9.485983303,9.2445702,7.708128395,6.538690605,6.58035039,7.121044576,9.431456937,8.306694543,6.503869637,8.038547271
AT1G02370,,259444_at,7.20062607,7.607372067,5.771627184,6.999727445,5.349431006,4.602887158,5.083935138,5.166348564,7.090898875,7.851850526,5.100512083,5.282881655
AT1G02390,GPAT2,259418_at,3.921086046,3.692561453,3.864171639,3.603674336,4.447263205,4.066743638,3.853707429,4.088091523,3.690729122,3.924001613,3.855569473,4.202318936
AT1G02400,GA2OX6,259445_at,5.522395183,5.375201012,4.327731695,4.356241734,5.375201012,6.474299187,5.648550539,4.973757748,4.323114809,5.773065839,5.34185372,5.039364219
AT1G02410,COX11,259446_at,8.492138942,8.463238615,7.616004145,8.092698323,8.660401975,8.224671571,8.347094505,8.474972726,8.005902477,8.296501249,8.199448471,8.477608239
AT1G02420,,259414_at,5.739252823,5.605821595,5.118669329,5.839542649,5.344006307,4.79205794,5.544159263,5.551525738,5.539664207,5.517655641,5.29875096,5.613796253
AT1G02450,NIMIN-1,260904_at,6.997895775,7.341271693,6.477021968,5.836075759,5.188734719,4.82378672,5.058396964,4.803041906,5.853428891,5.548039911,4.427998269,4.738699334
AT1G02460,,260903_at,4.391515771,4.492633062,4.434919137,4.531972508,4.499740276,4.6537573,4.504718735,4.64079933,4.322788083,4.575872686,4.788015418,4.456306431
AT1G02470,,260933_at,4.234954489,4.495646604,4.33134829,4.394449188,4.811045823,5.917666759,4.597326187,4.605619415,4.391531119,4.798638359,4.377130515,4.815489868
AT1G02475,,260916_at,7.436714122,7.41368023,7.433881458,7.824206858,8.719654244,8.5154917,8.952494127,9.197640987,7.860504209,7.1122347,8.965946703,8.674028112
AT1G02490,,260911_at,3.885670054,3.550390339,3.48026315,3.970778939,3.454537117,3.681729551,3.828944255,3.648945234,3.812976758,4.204032034,3.760599186,3.509416145
AT1G02500,SAM1,260913_at,11.9079161,11.86414023,10.82503937,11.15524426,10.9846344,11.10903224,11.27833718,10.83861145,11.17977521,11.6073739,11.18147145,10.77653187
AT1G02540,,260906_at,3.194983916,3.7824162,3.453817148,3.81477197,3.296991008,3.694432916,3.547709485,3.519446909,3.611505117,3.578400022,3.609074092,3.61129342
AT1G02550,,260931_at,4.870625034,4.956576626,4.628997672,4.587134143,4.830370461,4.93517921,4.761893328,4.841018338,4.74588036,4.959127969,5.068016531,4.853640184
AT1G02560,CLPP5,260912_at,10.11049598,10.00597887,10.48995892,10.37283428,10.28211991,10.1233711,10.63004925,10.36704673,10.44091168,10.22189842,10.66964254,10.13397536
AT1G02575,,260907_at,4.708220438,4.698862252,4.485560316,4.756460242,4.211126306,4.214166702,4.408502628,4.621361951,4.711863342,4.827993818,4.352806601,4.655939231
AT1G02580,MEA,260908_at,4.199291729,4.056767528,4.390039948,4.367846159,4.370450707,4.536961499,4.488250422,4.163674323,4.279245817,3.918684852,4.195239633,4.075791345
AT1G02620,,260930_at,4.199556173,4.046427557,4.259009783,4.052382343,4.399494779,4.406245192,4.05079434,4.194738123,4.146193818,4.162141656,4.45290999,4.541767036
AT1G02640,BXL2,260914_at,4.111958744,4.013567711,4.688458546,5.390482884,4.110741918,4.421567712,4.340338263,4.279141521,5.181926959,4.253214822,4.279502499,3.81878138
AT1G02660,,260915_at,5.542513632,5.537397999,5.395448152,4.853324583,6.322475508,8.432305062,6.921004817,5.632217016,5.290179169,5.477615779,6.528304669,6.281009707
AT1G02670,,260909_at,4.254349106,4.79205794,4.466984897,4.684451951,4.145731894,4.754702438,4.46940114,4.351545112,4.487591873,4.630613272,4.47587488,4.172873558
AT1G02680,TAF13,260929_at,6.570475126,6.634571045,6.489119997,5.721443443,6.369649202,6.217707966,6.288457822,6.142848116,6.318582728,6.652596465,6.247525954,6.227690675
AT1G02690,IMPA-6,260910_at,8.769603993,8.726308992,6.915247295,8.548907398,5.645431493,4.903660465,5.934398588,5.967039843,8.428798179,8.839284112,5.807935409,5.440083824
AT1G02700,,260917_at,3.902784768,4.040049479,4.298121488,4.422383597,4.344866693,4.542796099,4.595077431,4.446368627,4.283899847,4.358191842,4.602010025,4.204970864
AT1G02710,,260905_at,5.697563752,5.194484746,5.249514273,5.618079108,5.490898205,5.379543051,5.977759408,6.868194671,5.816494193,6.174166409,5.781550511,6.122527105
AT1G02720,GATL5,260928_at,5.996948698,5.771402611,5.779964817,5.652934872,5.775892227,5.785311636,5.420556171,5.67118354,5.835665924,5.894409588,5.435879737,6.113188651
AT1G02730,CSLD5,262109_at,8.52243978,8.487499875,7.708030734,8.686547705,4.702184571,4.112935231,4.859118332,4.18991589,8.514628335,9.083388948,4.741995228,4.86572364
AT1G02740,MRG2,262108_at,7.365420454,7.163156876,7.017056925,6.859904363,6.734197788,6.320656386,6.809414663,6.643739498,7.143930143,7.072844254,6.695593159,6.435664797
AT1G02750,DI19-2,262107_at,7.651626033,7.615486464,8.017796789,7.711016697,7.110227052,7.393550422,7.076893261,6.735717701,7.812205784,7.925157076,7.15205424,7.109724588
AT1G02780,RPL19A,262117_at,12.74198982,12.74882472,12.62967776,12.75831657,12.06085033,12.23891863,12.28339442,12.27079103,12.7833236,12.74906656,12.34319174,11.98258162
AT1G02790,PGA3,262122_at,3.643690883,3.535459474,3.515237638,3.432631949,3.964550938,3.535613951,3.413201311,3.422009059,3.532576868,3.573575185,3.533273895,3.729910679
AT1G02800,CEL2,262121_at,4.952808626,4.821562563,4.509944762,4.677421019,5.034059589,4.739138187,4.692240883,5.193361131,4.709973808,5.323103526,4.602308341,4.678193048
AT1G02810,PME7,262105_at,5.882667539,5.774810292,4.442215983,6.552345356,5.093052583,3.918348154,4.304376352,3.968905583,6.632755214,6.004895236,4.019180058,4.71275353
AT1G02813,,262115_at,3.868674759,3.905398051,3.64754848,3.664111648,4.042076726,3.703439191,3.773767156,3.766974514,3.852027548,3.71564197,3.822577081,3.877859317
AT1G02816,,262116_at,8.052807559,7.836122034,7.456673688,7.63137785,9.974533311,10.11850678,10.10884966,9.92726703,7.48600355,7.754174071,10.03405115,9.806786762
AT1G02820,LEA2,262113_at,6.596998007,6.288963582,4.534861541,6.10259223,5.170022588,4.766310191,5.442025465,6.330804472,6.363476099,7.508880091,5.083942469,4.719973514
AT1G02830,RPL22A,262132_at,3.856958041,3.516634088,3.65383937,3.441922166,3.708643349,3.719311603,3.718799848,3.514962205,3.604479502,3.743312865,3.603093298,3.399541428
